test	text	postcode
DCPS:1319933605	David Weir Leisure Centre, Middleton Road, Carshalton, SM5 1SL, David Weir	
DCPS:2228694429	The Circle Library, Green Wrythe Lane, Carshalton, SM5 1JJ, The Circle	
DCPS:1761230615	Oaks Golf Club, Woodmansterne Road, Carshalton SM5 4AN, Oaks Golf	
DCPS:1035677831	The Church of the Good Shepherd, Queen Mary’s Avenue, Carshalton, SM5 4NP, The Church	
DCPS:1218051530	All Saints C of E Primary School, Rotherfield Road, Carshalton, SM5 3DW, All Saints	
DCPS:3812065913	Strawberry Lodge Conference Centre, Strawberry Lane, Carshalton, SM5 2NQ, Strawberry Lodge	
DCPS:1715797541	All Saints Church Centre, New Road, Mitcham Junction, CR4 4JN, All Saints	
DCPS:3834970882	Wandle Valley School, Welbeck Road, Carshalton, SM5 1LW, Wandle Valley	
DCPS:3857781007	Hillcrest Hall, 42 Fryston Avenue, The Mount, Coulsdon, CR5 2PT, Hillcrest Hall,	
DCPS:1421885618	St Patrick’s Church Hall, 47 Park Hill Road, Wallington, SM6 0RU, St Patrick’s	
DCPS:3389837874	Holmwood Hall, Wallington United Reformed Church, Holmwood Gardens, Wallington, SM6 0EU, Holmwood Hall,	
DCPS:3384032776	Holy Trinity Church Centre, Maldon Road, Wallington, SM6 8BL, Holy Trinity	
DCPS:1234115178	Elm Grove Hall, Butter Hill, Wallington, SM6 7JD, Elm Grove	
DCPS:1926965611	Holy Trinity C of E Junior School, Bute Road, Wallington, SM6 8BZ, Holy Trinity	
DCPS:3697773102	Wallington High School for Girls, Woodcote Road, Wallington, SM6 0PH, Wallington High	
DCPS:3739074427	St Marks Church Hall, Church Road, Purley, CR8 3QQ, St Marks	
DCPS:2775201695	Foresters Primary School, Redford Avenue, Wallington, SM6 9DP, Foresters Primary	
DCPS:1395570077	The Phoenix Centre, Mollison Drive, Wallington, SM6 9NZ, The Phoenix	
DCPS:2237573747	Beddington Infants’ School, 269 Croydon Road, Wallington, SM6 7LF, Beddington Infants’	
DCPS:3954857022	High View Primary School, The Chase, Wallington, SM6 8JT, High View	
DCPS:3365309617	Beddington Park Primary School, Mallinson Road, Beddington, CR0 4UL, Beddington Park	
DCPS:2725784618	Mobile Polling Station, at Mitcham Builders Merchants,152 Beddington Lane, Beddington, CR0 4TE, Mobile Polling	
DCPS:2653564036	Smithy Street Primary School, Smithy Street, London	 E1 3BW
DCPS:2180923624	Pritchards Road Day Centre, Marian Place, Pritchards Road, London	 E2 9AX
DCPS:2631466467	Canon Barnett Primary School, Commercial Street, London	 E1 6LP
DCPS:1306000131	Christ Church CE Primary School, 47A Brick Lane, London	 E1 6PU
DCPS:1530833328	Stebon Primary School, Burdett Estate, Masjid Lane, London	 E14 7AD
DCPS:2989993175	Culloden Primary School - A Paradigm Academy, Dee Street, London	 E14 0PT
DCPS:1671318881	Our Lady and St Joseph Primary School, Wades Place, London	 E14 0DE
DCPS:1922616136	Blue Gate Fields Junior School, King David Lane Entrance, London	 E1 0EH
DCPS:2057433994	St Peter's London Docks Primary School, Garnet Street, London	 E1W 3QT
DCPS:3767429371	St Luke`s CE Primary School, Saunders Ness Road, London	 E14 3EB
DCPS:3269576130	Kobi Nazrul Primary School, Settles Street, London	 E1 1JP
DCPS:3528223244	Cubitt Town Infants School, Manchester Road, London	 E14 3NE
DCPS:2033172874	John Orwell Sports Centre, Tench Street, London	 E1W 2QD
DCPS:3293413608	Burcham Street Centre, 96 Burcham Street, London	 E14 0SH
DCPS:1913060956	Tiller Leisure Centre, Tiller Road, London	 E14 8PX
DCPS:3485744959	St Mary and St Joseph RC Church, Canton Street Entrance, London	 E14 6EP
DCPS:2842910263	Pupil Referral Unit Inclusion Support Centre, Tollet Street Entrance, London	 E1 4EE
DCPS:2914990111	Hague Primary School, Wilmot Street, London	 E2 0BP
DCPS:2414297473	Virginia Primary School, Hocker Street Entrance, London	 E2 7NQ
DCPS:3426568318	Whitechapel Sports Centre, Durward Street, London	 E1 5BA
DCPS:3048854801	John Smith Sure Start Children`s Centre, 90 Stepney Way, London	 E1 2EN
DCPS:1407619291	Stepney Greencoat CE Primary School, Norbiton Road, London	 E14 7TF
DCPS:3958235013	Redcoat Youth Centre, 260 Stepney Way, London	 E1 3DW
DCPS:1394055568	The Tramshed, Digby Street, London	 E2 0LS
DCPS:1686009027	Gateway Housing Association Meeting Room, 409-413 Mile End Road, London	 E3 4PB
DCPS:3158392413	Tredegar Centre, 333 Morville Street, London	 E3 2DZ
DCPS:2358241333	Eastside Youth Centre, 6 Parnell Road, Bow, London	 E3 2RB
DCPS:1884763378	Museum of London Docklands, No.1 Warehouse, West India Quay, Hertsmere Road, London	 E14 4AL
DCPS:3427227250	Harbinger Primary School, Cahir Street, London	 E14 3QP
DCPS:1250496884	Lawdale Junior School, Mansford Street, London	 E2 6LS
DCPS:1730646880	Clara Grant Primary School, Knapp Road Entrance, London	 E3 4BU
DCPS:2200175896	Bigland Green Primary School, Bigland Street, London	 E1 2ND
DCPS:3243204563	Radisson Blu Edwardian Hotel, New Providence Wharf, 5 Fairmont Avenue, London	 E14 9PQ
DCPS:2065573756	English Martyrs Catholic Primary School, St Mark Street Entrance, London	 E1 8DJ
DCPS:2436690477	The Cruising Association, CA House, 1 Northey Street, London	 E14 8BT
DCPS:2450106452	St Paul`s Shadwell, 302 The Highway, London	 E1W 3DH
DCPS:2843505793	St Saviour's CE Primary School, Chrisp Street, London	 E14 6BB
DCPS:4223735441	St Anne's Catholic Primary School, Underwood Road, London	 E1 5AW
DCPS:3602259053	Stour Space Exhibition Area, 7 Roach Road, London	 E3 2PA
DCPS:1062998675	Chisenhale Primary School, Vivian Road Entrance, London	 E3 5QY
DCPS:1938307331	Cayley Primary School, Aston Street, London	 E14 7NG
DCPS:1155613929	Hermitage Primary School, Vaughan Way, London	 E1W 2PT
DCPS:3828488780	Zander Court Club Room, 50 Zander Court, London	 E2 7AY
DCPS:4273892304	Columbia Primary School, Columbia Road, London	 E2 7RG
DCPS:2831031515	Lighthouse Baptist Church Hall, Brock Place Entrance, London	 E3 3QX
DCPS:2166231231	Seven Mills Primary School, Malabar Street, London	 E14 8LY
DCPS:1686102511	Alice Model Nursery School, 14 Beaumont Grove, London	 E1 4NQ
DCPS:1970441060	The Barn, Bromley By Bow Centre, Entrance on Bruce Road, London	 E3 3BT
DCPS:1569207108	Exmouth Hall, Brayford Square Entrance, London	 E1 0SG
DCPS:3122533081	Bonner Primary School [Bethnal Green], Stainsbury Street, London	 E2 0NF
DCPS:1833359373	Olga Primary School, Lanfranc Road, London	 E3 5DN
DCPS:3387350710	Cyril Jackson Primary School (North Building), 51 Three Colt Street, London	 E14 8HH
DCPS:3330218591	Teviot Neighbourhood Centre, Wyvis Street, London	 E14 6QD
DCPS:2983651569	Mowlem Primary School, Bishops Way Entrance, London	 E2 9HE
DCPS:1030768742	Our Lady and St Catherine of Siena Parish Hall, 179A Bow Road, London	 E3 2SH
DCPS:2478577698	Francis Lee Community Centre, Clare House, 10 Hawthorn Avenue, London	 E3 5PY
DCPS:3728996832	Portakabin by East India DLR Station, Blackwall Way, London	 E14 9PS
DCPS:3744856572	Woolmore Primary School, Woolmore Street, London	 E14 0EW
DCPS:3146300508	Ogilvie Community Hall, Ogilvie House, Stepney Causeway, London	 E1 0JP
DCPS:2737265010	Wellington Primary School, Archibald Street Entrance, London	 E3 4NE
DCPS:2763215450	St James the Less Church Hall, St James's Avenue, London	 E2 9JD
DCPS:2786711552	John Scurr Primary School, Cephas Street, London	 E1 4AX
DCPS:2488943531	Malmesbury Primary School, Coborn Street, London	 E3 2AB
DCPS:3959197393	Latimer Congregational Church Hall, Ernest Street, London	 E1 4LS
DCPS:1122195096	St Matthias Primary School, Bacon Street, London	 E2 6DY
DCPS:1745239654	Bygrove Primary School, Bygrove Street, London	 E14 6DN
DCPS:3594288352	Harry Gosling Primary School, Fairclough Street, London	 E1 1NT
DCPS:1951892081	Bonner Primary School [Mile End], English Street, London	 E3 4TA
DCPS:3131773621	Bow Cross Community Centre, Entrance on Rainhill Way, London	 E3 3EY
DCPS:1482369527	St Edmund's RC Primary School, 299 Westferry Road, London	 E14 3RS
DCPS:3576318519	The Gallery, Jack Dash House, 2 Lawn House Close, London	 E14 9YQ
DCPS:2523094787	St Paul with St Luke CE Primary School, Leopold Street, London	 E3 4LA
DCPS:2666165154	Ben Jonson Primary School, Harford Street, London	 E1 4PZ
DCPS:4204122133	Aberthin Village Hall, Aberthin Lane, Aberthin, Cowbridge	 CF71 7EH
DCPS:1887207840	Margaret Alexander Community Centre, Alexandra Crescent, Barry	 CF62 7HU
DCPS:4130383634	All Saints Church, Main Road, Southerndown	 CF32 0RW
DCPS:2742043763	All Saints Church Hall Schoolroom - Station B, Victoria Square, Penarth	
DCPS:2067736445	The Hub, Barry YMCA, Court Road, Barry	 CF63 4EE
DCPS:2260252753	Bethesda Chapel, Fairoaks, Dinas Powys	 CF64 4QQ
DCPS:2584754422	Bonvilston Village Hall, Bonvilston	 CF5 6TR
DCPS:2121293808	Buttrills Comunity Centre, North Walk, Barry	 CF62 8BX
DCPS:2980136831	Cadoxton Moors Community Centre, Henry Street, Rear Of Edmund Place, Barry	 CF63 2NX
DCPS:3754323808	Portacabin, Llysworney Garage Ltd, Church Street, Llysworney	 CF71 7NQ
DCPS:3764694231	Portacabin at Ty Canol Farm, Llantrithyd, Bonvilston	 CF71 7UB
DCPS:1728572360	Castleland Community Centre, Belvedere Crescent, Barry	 CF63 4JZ
DCPS:2181322755	Celtic Way Community Centre, Celtic Way, Rhoose	 CF62 3FT
DCPS:1550928532	St Nicholas C in W Primary School, St. Nicholas	 CF5 6SG
DCPS:3241341269	Colcot Community Hall, Keates Way, Colcot, Barry	 CF62 9TZ
DCPS:1471968592	Colwinston Village Hall, Colwinston	 CF71 7NP
DCPS:1976569119	Cowbridge Lesser Hall ,Station B, Town Hall, Cowbridge	 CF71 7AD
DCPS:1952495238	Cwm Talwg Community Centre, Cwm Parc, Barry	 CF62 7QS
DCPS:4255292981	Marner Centre, Devas Street, London	 E3 3LL
DCPS:4230323453	Cwrt-y-Vil Community Centre, Byrd Crescent, Penarth	 CF64 3QU
DCPS:2283917319	Dinas Powys Infants School, Cardiff Road, Dinas Powys	 CF64 4JU
DCPS:2935082216	Eagleswell Primary School, Eagleswell Road, Llantwit Major	 CF63 2UE
DCPS:2966604154	Ewenny Community Village Hall, Corntown Road, Ewenny	 CF35 5BG
DCPS:2893955876	Lily Pad Flower School, 13-15 Tennyson Road, Penarth	 CF64 2RY
DCPS:3177748148	Gibbonsdown Community Centre - Station A, Ramsey Road, Barry	 CF62 9DF
DCPS:3632090948	Pioneer Hall, Beryl Road, Barry	 CF62 8DN
DCPS:1924080954	Glyndwr Community Centre - Station B, Glyndwr Road, Penarth	 CF64 3ND
DCPS:1423499996	Hebron Church Annex - Station B, Hebron Church, Pill Street, Cogan, Penarth	 CF62 2JS
DCPS:2466652361	Highlight Community Centre - Station B, Sterling Road, Barry	 CF62 8NX
DCPS:3907423932	Holton Road Primary School, Pyke Street, Barry	 CF63 4TF
DCPS:3241768975	Jenner Park School - Station B, Hannah Street, Barry	 CF63 1DG
DCPS:1123859506	Jubilee Hall, Smithies Avenue, Sully	 CF64 5SS
DCPS:3937281078	Lee Hall, Britway Road, Dinas Powys	 CF64 4AF
DCPS:2269421311	Llanblethian Church Hall, Llanblethian, Cowbridge	 CF71 7JG
DCPS:2333869256	Llancarfan Village Hall, Llancarfan	 CF62 3AD
DCPS:1859879109	Llandough & Leckwith Institute, Memorial Hall, Penlan Road, Llandough	 CF64 2LT
DCPS:3251026252	Llandow Villiage Hall, Llandow, Cowbridge	 CF71 7NT
DCPS:3623933926	Llangan & St. Mary Hill Community Centre, Heol Llidiard, St Mary Hill	 CF35 5DS
DCPS:2086016368	Llanilltyd Fawr Primary School, Ham Lane East, Llantwit Major	 CF61 1TQ
DCPS:3673341580	Llansannor Community Hall, City, Near Cowbridge	 CF71 7RW
DCPS:3317418148	Lower Penarth Community Centre, Brockhill Way, Penarth	 CF64 5QD
DCPS:3335739384	Millwood Bowling Club, Pontypridd Road, Nant Talwg, Barry	 CF62 7LX
DCPS:2845100841	Mount Pleasant Baptist Church Schoolroom, Mount Pleasant, Cadoxton, Barry	 CF63 2HE
DCPS:2686479033	Murchfield Community Hall, Sunnycroft Lane, Dinas Powys	 CF64 4QQ
DCPS:4294828710	Parish of Penarth and Llandough, Parish Hall - Station B, Albert Road, Penarth	 CF64 1BX
DCPS:2729036131	Pendoylan War Memorial Hall, Pendoylan Road, Pendoylan	 CF71 7UP
DCPS:2496859565	Penllyn Village Hall, Penllyn, Cowbridge	 CF71 7RQ
DCPS:2612117951	Penmark Village Centre, Penmark	 CF62 3BP
DCPS:2158814841	Peterston Church & Community Hall, Ffordd yr Eglwys, Peterston-super-Ely	 CF5 6LG
DCPS:3201119445	Aqua-Spas, Unit B, Atlantic Trading Estate, Barry	 CF63 3RF
DCPS:1358700592	Portacabin - Brooklands Terrace, Culverhouse Cross	 CF5 5TH
DCPS:3858434223	Portacabin, Car Park, Bron-y-Mor, The Knap	
DCPS:1404636828	Portacabin - Vincent Close off Coldbrook Road East, Cadoxton, Barry	 CF63 2AG
DCPS:1083201742	Glenbrook Inn, Dobbins Road, Barry	 CF63 2NP
DCPS:2985202075	Portacabin - Horse & Jockey Public House, Twyn yr Odyn, Wenvoe	 CF5 6BG
DCPS:3205174559	Llanfair Primary School (Canteen), The Herberts, St. Mary Church, Cowbridge	 CF71 7LT
DCPS:3116414790	Portacabin - near Home Farm, Michaelston-le-Pit	 CF64 4HF
DCPS:2366203284	Portacabin - OPP Former Heritage Coast Residential Home, The Common, Main Road, Ogmore by Sea, CF32	
DCPS:1172987498	Portacabin - Oyster Catcher - Car Park, Terra Nova Way, Penarth	 CF64 1SB
DCPS:3321721615	Portacabin - The Downs, The Downs, Tumble Hill, St Georges	 CF5 6SB
DCPS:1766884999	Rangers Office, Cosmeston County Park, Peanrth	 CF64 5UY
DCPS:1160005604	Portacabin - The Green, Leckwith	
DCPS:3401353136	Portacabin, Horseshoe Inn, Marcross	 CF61 1ZG
DCPS:2377659932	RAF St Athan Golf Club, Golf Club Lane, St Athan	 CF62 4JD
DCPS:2530652126	Cowbridge Lesser Hall, Station C, Town Hall, Cowbridge	 CF71 7AD
DCPS:2450586020	Redlands House, 10 Redlands Avenue, Penarth	 CF64 2QT
DCPS:2280073288	Rhoose Community Hall - Station B, Stewart Road, Rhoose	 CF62 3EZ
DCPS:3472790921	Romilly Primary School, Romilly Road, Barry	 CF62 6LF
DCPS:1258324390	Salvation Army Hall, 101A Plassey Street, Penarth	 CF64 1EL
DCPS:2016401512	St. Athan Community Centre, Old School Hall Community Centre, Church Lane, St. Athan	 CF62 4PL
DCPS:2995648796	St. Brides Major Church Hall, Southerndown Road, St. Brides Major	 CF32 0SD
DCPS:3068192141	Sigingstone Village Hall, Sigingstone, Cowbridge	 CF71 7LP
DCPS:4119175965	St. Cattwg's Village Hall, Siginstone Lane, Llanmaes	 CF61 2XR
DCPS:3623845687	St. David's Methodist Church, Winston Road, Colcot, Barry	 CF62 9SU
DCPS:4161294005	St. Francis Millennium Centre, Porth-y-Castell	 CF62 6QA
DCPS:3381930556	St Thomas A Becket Church Hall, Santos Road, London	
DCPS:2567559533	St. George's Village Hall, Drope Road, St. Georges super Ely	 CF5 6EP
DCPS:4151004596	St. Helen's Parish Hall, Wyndham Street, Barry	 CF63 4ET
DCPS:2971912832	St Hilary Village Hall, St. Hilary, Cowbridge	 CF71 7DP
DCPS:2560130035	St. Paul's Church Hall - Station B, St. Paul's Avenue, Barry	 CF62 8HT
DCPS:3016943022	The Old School, 1 South Road, Sully	 CF64 5TG
DCPS:1527123436	Treoes Community Centre, Nant Canna, Treoes	 CF35 5DE
DCPS:3317072500	Portacabin - Upper House Farm Yard, East Aberthaw	 CF62 3DD
DCPS:3495691785	Victoria Park Community Association, Church Road, Cadoxton, Barry	 CF63 1JY
DCPS:2794595482	Penarth and District Scout Hall, Lane at junction of Bedwas Place / Rudry Street, Penarth	 CF64 2TZ
DCPS:1732398007	Welsh St. Donats Community Hall, Welsh St. Donats	 CF71 7SS
DCPS:3888805303	Wenvoe Community Centre, Old Port Road, Wenvoe	 CF5 6AN
DCPS:2024170939	West Camp Community Centre, MOD St. Athan	 CF62 4WA
DCPS:1960586667	Wick and Monknash Village Hall, Church Street, Wick	 CF71 7QF
DCPS:2075337071	Windmill Playing Fields, Windmill Lane, Llantwit Major	 CF61 2UZ
DCPS:1006377253	Youth Centre - Llantwit Major - Station B, Station Road, Llantwit Major	 CF61 1ST
DCPS:1414859264	Gibbonsdown Community Centre - Station B, Ramsey Road, Barry	 CF62 9DF
DCPS:4058035143	Ystradowen Village Hall, Ystradowen	 CF71 7SY
DCPS:4264365721	Barry Island Community Centre, Friars Road	 CF62 5TR
DCPS:2005382060	Stanwell Road Baptist Church Schoolroom - Station B,  (adj. to Paget Rooms), Penarth	 CF64 3EG
DCPS:2692620977	St. Nicholas Hall, St. Nicholas Road, Barry	 CF62 6QX
DCPS:1532136759	Highlight Community Centre - Station A, Sterling Road, Barry	 CF62 8NX
DCPS:2415988137	St. Paul's Church Hall, Station A, St. Paul's Avenue, Barry	 CF62 8HT
DCPS:2297094799	Jenner Park School - Station A, Hannah Street, Barry	 CF63 1DG
DCPS:3134806399	Station, Gibbonsdown Community Centre, Ramsey Road, Barry	 CF62 9DF
DCPS:2330299640	Glenbrook Inn, Palmerston, Barry	
DCPS:1270377452	Parish of Penarth and Llandough, Parish Hall - Station A, Albert Road, Penarth	 CF64 1BX
DCPS:3921125769	All Saint Church Hall School Room - Station A, Victoria Square, Penarth	 CF64 3EH
DCPS:2763679636	Hebron Church Annex - Station A, Hebron Church, Pill Street, Cogan, Penarth	 CF64 2JS
DCPS:3757334655	Glyndwr Community Centre - Station A, Glyndwr Road, Penarth	 CF64 3ND
DCPS:3792049862	Station A, Rhoose Community Hall, Stewart Road, Rhoose	 CF62 3EZ
DCPS:2863482699	Rhoose Community Hall - Station A, Stewart Road, Rhoose	 CF62 3EZ
DCPS:1152240677	Cowbridge Lesser Hall, Station A, Town Hall, Cowbridge	 CF71 7AD
DCPS:3812237815	Youth Centre - Llantwit major - Station B, adj to St. Illtyd's School, Station Road, Llantwit Major,	
DCPS:2684984522	Stanwell Road Baptist Church Schoolroom - Station A,  (adj. to Paget Rooms), Penarth	 CF64 3EG
DCPS:3372962638	Abbey Wood Community Centre, Penmon Road	 SE2 9PH
DCPS:1457214282	Maryfield Hall, Our Lady Help of Christians RC Church, Leysdown Road	 SE9 4UB
DCPS:4161051417	Boyle House, 1 Gallon Close	 SE7 8SY
DCPS:2822357565	St. Margaret’s School, Nursery Building, St. Margaret’s Grove	 SE18 7RL
DCPS:2831316927	The Greenwich Centre, 12 Lambarde Square, Greenwich, London	 SE10 9GB
DCPS:3732544335	YMCA Thames Gateway (Greenwich), Antelope Road, Woolwich	 SE18 5QG
DCPS:4266175503	Shapla Primary School, Wellclose Square, London	 E1 8HY
DCPS:1959704559	Bruce Hall, Brudenell Road, (near junction with Franciscan Road)	
DCPS:3074144952	Methodist Church Hall, Gwendolen Avenue, (corner of Upper Richmond Road)	
DCPS:3827321791	St Stephen`s Church, Manfred Road, London	
DCPS:3563945912	St Michael`s Church Hall, Wimbledon Park Road, (corner of Granville Road)	
DCPS:1265562374	Cadet Hall, Rear of 19 Lytton Grove, London	
DCPS:1871152948	Newlands Hall, Stroud Crescent, London	
DCPS:1067978917	St Joseph`s Catholic Church Hall, 218 Roehampton Lane, London	
DCPS:2463066235	Roehampton Library, Danebury Avenue, London	
DCPS:1638115639	Brookside Community Centre, Priory Lane, London	
DCPS:4225136025	Roehampton Church School Nursery, (Ponsonby Road entrance), London	
DCPS:3606155559	Anchor Congregational Church, Garratt Lane, (adjacent to John Pounds House, 271 Garratt Lane)	
DCPS:1253056882	St Barnabas` Church Hall, Merton Road, London	
DCPS:2114761491	Everyday Church Hall, Wimbledon Park Road, (entrance at rear in Pirbright Road)	
DCPS:2699414026	South West London Army Cadet Force Building, Broomhill Road, London	
DCPS:1814049826	Southfields Academy, 333 Merton Road (Entrance opposite Brookwood Road), London	
DCPS:2461547926	All Saints Church, Putney Common, London	
DCPS:2051471800	The Platt Christian Centre, 22 Felsham Road, London	
DCPS:3559198558	Putney Library, Disraeli Road, London	
DCPS:3653529865	Brandlehow Nursery School, entrance from Fawe Park Road, London	
DCPS:2217683074	Open Door Community Centre, Beaumont Road, London	
DCPS:2948161432	The Wimbledon Park Rifle Club, Granville Road, London	
DCPS:1444116982	St Andrew`s Parish Church, Garratt Lane, London	
DCPS:1051179050	St Paul`s Community Centre, Inner Park Road, London	
DCPS:1814622604	Southfields Library, Wimbledon Park Road, London	
DCPS:4155527296	Dryburgh Hall, Dryburgh Road, (by Putney Leisure Centre)	
DCPS:2399288578	Eastwood Community Centre, Aubyn Square, (Access also by footpath next to 154 Huntingfield)	
DCPS:2867947630	The Boyd Court Clubroom, 101-103 Carslake Road, London	
DCPS:2247994937	Sports Pavilion, Roehampton Playing Fields, Coppice Drive, (entrance also from Dover House Road)	
DCPS:3692251782	Southside Scout Centre, 197 Balham High Road, London	
DCPS:2467684453	Rydevale Day Nursery, 33 Little Dimmocks, Ryde Vale Road	
DCPS:2996496910	Upper Tooting Methodist Church, Balham High Road, London	
DCPS:1542521495	St Gregory`s Church Hall, 306 Garratt Lane, (adjacent to Henry Prince Estate)	
DCPS:1230769551	Aboyne Community Clubroom, Deeside Road, London	
DCPS:1561094068	St Paul`s Church, Welham Road, (entrance from Chillerton Road)	
DCPS:1004041412	Mitcham Lane Baptist Church Hall, (corner of Mitcham Lane and Welham Road), London	
DCPS:3643262924	The Richardson Hall, St Alban`s Church Centre, (corner of Thrale Road and Pretoria Road)	
DCPS:1735619804	Tooting United Reformed Church, Rookstone Road, London	
DCPS:1934471944	St James Centre, 1 Florence Way, Ouseley Road	
DCPS:3479377216	St Nicholas Church, (Church Room), Church Lane	
DCPS:1864008807	Church Hall Pilgrims` Union Church of God, Aldis Street, London	
DCPS:1028026618	Balham Community Church, (The Kalos Centre), 48 Endlesham Road	
DCPS:1377472247	St Mark`s United Reformed Church, Rowfant Road, (entrance also in Balham High Road)	
DCPS:2865013056	Holy Trinity Church, Trinity Road, (corner of Trinity Crescent)	
DCPS:2961565013	Fairlight Christian Centre, Fairlight Road, London	
DCPS:3532359273	St Augustine`s Church Hall, Broadwater Road, (near junction with Upper Tooting Road)	
DCPS:1825010757	Tooting Hub (Youth Club), St. Peter`s Church Hall, 7a Beechcroft Road	
DCPS:2372440490	Derinton Road Community Centre, (entrance from Blakenham Road only, near junction with Derinton Road)	
DCPS:3614540949	Swaffield Nursery School, St Ann`s Hill, London	
DCPS:4287006741	Battersea Ironsides Sports and Social Club, Openview (by junction with Burntwood Lane), London	
DCPS:1112359280	Windmill Nursery, Heathfield Road, London	
DCPS:3083935260	Trinity Road Chapel, Trinity Road, (entrance next to 207 Trinity Road)	
DCPS:3654878431	Fitzhugh Community Clubroom, Fitzhugh Estate, Trinity Road	
DCPS:1371979047	Broomwood Methodist Church Hall, entrance in Kyrle Road, London	
DCPS:1520997258	Balham Congress Hall, 38 Balham High Road, London	
DCPS:2182248961	Balham Pentecostal Church, 18 Balham New Road, London	
DCPS:1615600512	Balham Library Hall, 16 Ramsden Road, London	
DCPS:2179011843	St Anne`s Church Hall, St Ann`s Crescent, opposite Rosehill Road	
DCPS:2314186378	St John`s Methodist Church, East Hill, London	
DCPS:2912878805	Sulhamstead Village Hall Sulhamstead Hill Sulhamstead Reading	 RG7 4DD
DCPS:2687036840	Battersea Chapel, Wye Street, London	
DCPS:2121708531	Wilditch Community Centre, Culvert Road, London	
DCPS:3321914867	George Shearing Community Centre, Este Road, London	
DCPS:2773876287	Battersea Sports Centre, Hope Street, London	
DCPS:3080120003	Bolingbroke Academy, Wakehurst Road (Entrance in Belleville Road), London	
DCPS:2518116171	Mortimer Community Centre The Street Mortimer Common Reading	 RG7 3SW
DCPS:3102829991	Belleville School Nursery, Belleville Road, London	
DCPS:3770422237	Chatham Hall, 152 Northcote Road, (opposite Northcote Library)	
DCPS:1781698804	St John`s Hill Residents Centre, Peabody Estate, (entrances in St John`s Hill and Eckstein Road)	
DCPS:4215929818	ROSE Community Clubroom, Ascalon Street, (access By Road Vehicle, Via Wandsworth Road Only)	
DCPS:3306856254	Yvonne Carr Centre, Thessaly Road, London	
DCPS:1649476390	Heathbrook Park One O`Clock Children`s Centre, St. Rule Street, London	
DCPS:2925776454	All Saint`s Church, Prince of Wales Drive, London	
DCPS:3666016508	Shaftesbury Christian Centre, 2 Austin Road, London	
DCPS:3418330881	Battersea Library, 265 Lavender Hill (Entrance in Lavender Walk), London	
DCPS:2593252434	Devas Club, Stormont Road, London	
DCPS:1386215653	Battersea Scout Centre, 15 Wickersley Road, London	
DCPS:3920629606	Dimson Lodge, (formerly known as Dimson Hall), 141 Battersea Church Road	
DCPS:2989574509	St Nicholas Church Hall West Mills Newbury	 RG14 5HG
DCPS:1821082499	Katherine Low Settlement, 108 Battersea High Street, (entrance from Orville Road only)	
DCPS:3388036528	Ethelburga Community Centre, Worfield Street, London	
DCPS:1718603120	Caius House, 2 Holman Road, London	
DCPS:3504689157	Victory Room Bucklebury Reading	 RG7 6PS
DCPS:1115821452	Beansheaf Community Centre Charrington Road Calcot Reading	 RG31 7AW
DCPS:1103276895	Holybrook Community Centre Carters Rise Calcot Reading	 RG31 7YT
DCPS:3463360978	Chieveley Recreational Hall High Street Chieveley Newbury	 RG20 8TE
DCPS:2580666628	Curridge Womens Institute Hall Curridge Road Curridge Thatcham	 RG18 9DZ
DCPS:2431777798	Eastbury Village Hall Eastbury Hungerford	 RG17 7JN
DCPS:1119579253	Woodland St Mary Village Hall Ermin Street Woodlands St Mary Hungerford	 RG17 7SL
DCPS:3626355231	Lambourn Memorial Hall Oxford Street Lambourn Hungerford	 RG17 8XT
DCPS:3695676846	Great Shefford Village Hall Station Road Great Shefford Hungerford	 RG17 7DR
DCPS:2940072438	Croft Hall The Croft Hungerford	 RG17 0HY
DCPS:3103766868	Tally Ho Newtown Hungerford	 RG17 0PP
DCPS:2462807537	The Corn Exchange High Street Hungerford Berkshire	 RG17 0NF
DCPS:1913358614	Speen Village Hall Speen Lane Speen Newbury	 RG14 1RJ
DCPS:3400328133	Stockcross Village Hall Church Road Stockcross Newbury	 RG20 8LN
DCPS:3029995286	The Leonard Room St Oswalds Church Abbey Park Burghfield Common Reading	 RG7 3HQ
DCPS:3893852909	Scout Hall West Street Newbury	 RG14 1BE
DCPS:2395568378	St Georges Church Hall Andover Road Newbury	 RG14 6NU
DCPS:2159374056	Mencap Centre Enborne Gate Newbury	 RG14 6AT
DCPS:4244861021	Newbury Baptist Church Moreton Hall Cheap Street Newbury	 RG14 5DD
DCPS:2215099631	Communal Hall Hutton Close Newbury, Communal Hall Hutton Close Newbury	
DCPS:2858979260	The Kennet Christian Centre 12 Enborne Road Newbury	 RG14 6AH
DCPS:2988858350	The Phoenix Centre Newtown Road Newbury	 RG14 7EB
DCPS:1541024711	Newbury And Thatcham Hockey Club Henwick Lane Thatcham	 RG18 9BN
DCPS:1317420460	South Thatcham And Area Childrens Centre Lower Way Thatcham	 RG19 3RR
DCPS:2224081461	Thatcham Memorial Hall Bath Road Thatcham	 RG18 3AG
DCPS:2294429084	The Scout Hall Church Gate Thatcham	 RG19 3PN
DCPS:2817664547	The Meeting Room St Marys Church Church Gate Thatcham	 RG19 3PN
DCPS:1951636040	North Thatcham Childrens Centre Park Lane Thatcham	 RG18 3PG
